wavelength,throughput
2.5204859334541583,1.843545047216105e-07
2.521223327003859,1.8990483845680082e-07
2.5219028618504495,1.9562258256724721e-07
2.5225823954945956,2.0151965353677553e-07
2.5232619279319115,2.075773073347444e-07
2.5239414591580442,2.138190940420288e-07
2.524620989168633,2.2023267142516187e-07
2.525300517959316,2.2683447832002527e-07
2.525980045525739,2.3363694751674111e-07
2.526659571863543,2.4062983961921306e-07
2.5273390969683764,2.4781928280080093e-07
2.5280186208358897,2.5522541776990206e-07
2.5286981434617344,2.6284832884346373e-07
2.5293776648415602,2.7068862597480727e-07
2.5300571849710143,2.787464202591284e-07
2.530736703845776,2.8702905741848575e-07
2.5314162214615044,2.9556023549129556e-07
2.53209573781387,3.043306405571697e-07
2.532775252898538,3.133425589485074e-07
2.533454766711184,3.226121311053075e-07
2.534134279247478,3.3213714198613806e-07
2.5348137905031014,3.419326877398875e-07
2.535493300473728,3.5200699814903513e-07
2.5361728091550217,3.623558648009529e-07
2.536852316542691,3.729982651506554e-07
2.5375318226324204,3.839325222236914e-07
2.538211327419903,3.951685821369428e-07
2.538890830900831,4.0672982148744393e-07
2.5395703330709005,4.1860707132979183e-07
2.5402498339258095,4.3080788496172606e-07
2.5409293334612597,4.433462938840653e-07
2.5416088316729453,4.562290384569084e-07
2.5422883285565665,4.6946282671280015e-07
2.5429678241078486,4.830552941499116e-07
2.5436473183225035,4.97022755904148e-07
2.5443268111962447,5.113653345817604e-07
2.5450063027247904,5.260946946889503e-07
2.545685792903862,5.412281636305181e-07
2.546365281729179,5.567667600076367e-07
2.5470447691964693,5.727219255390084e-07
2.5477242553014356,5.891029358958634e-07
2.5484037400398334,6.059264507071547e-07
2.549083223407394,6.231992848741372e-07
2.5497627053998566,6.409251227258624e-07
2.5504421860129565,6.591221727009229e-07
2.5511216652424378,6.778006554033664e-07
2.551801143084045,6.969826335686764e-07
2.552480619533522,7.166625884013023e-07
2.5531600945866004,7.368968885802719e-07
2.553839568239046,7.576317246700166e-07
2.5545190404866185,7.788956359471693e-07
2.555198511325077,8.007185700073882e-07
2.5558779807501804,8.231116585403361e-07
2.5565574487576916,8.460891325027162e-07
2.5572369153433763,8.696559634694076e-07
2.5579163805030025,8.938357073152421e-07
2.5585958442323156,9.186282918292941e-07
